index,date,status,weekly,cumulative,weeklyrate,cumulativerate
420,200611,All,5,5,0,0
421,200611,All,20,21,0,0
424,200611,All,5,7,0,0
429,200611,All,5,6,0,0
430,200611,All,23,34,0,0
431,200611,All,5,5,0,0
435,200611,All,14,23,0,0
440,200611,All,5,5,0,0
442,200611,All,5,10,,0.5
442,200611,AtRisk,,5,,0.5
452,200611,All,7,9,0.71,0.56
452,200611,AtRisk,5,5,0.71,0.56
454,200611,All,5,5,0,0
455,200611,All,5,5,0,0
457,200611,All,5,5,0,0
467,200611,All,81,98,0.06,0.05
467,200611,AtRisk,5,5,0.06,0.05
470,200611,All,28,29,0,0
471,200611,All,,5,0,0
480,200611,All,63,84,,0.06
480,200611,AtRisk,,5,,0.06
482,200611,All,5,5,0,0
484,200611,All,5,6,0,0
486,200611,All,22,28,0,0
489,200611,All,7,18,0,0
497,200611,All,,5,0,0
499,200611,All,6,6,0,0
508,200611,All,36,67,,0.07
508,200611,AtRisk,,5,,0.07
521,200611,All,,5,0,0
537,200611,All,5,5,0,0
541,200611,All,5,5,0,0
543,200611,All,,5,0,0
544,200611,All,5,5,0,0
546,200611,All,5,6,0,0
548,200611,All,,5,0,0
549,200611,All,5,5,0,0
551,200611,All,5,5,0,0
554,200611,All,66,75,0.08,0.07
554,200611,AtRisk,5,5,0.08,0.07
558,200611,All,,5,0,0
2,200612,All,,5,0,0
9,200612,All,67,134,0.07,0.06
9,200612,AtRisk,5,8,0.07,0.06
11,200612,All,49,80,0.1,0.06
11,200612,AtRisk,5,5,0.1,0.06
15,200612,All,5,5,0,0
16,200612,All,96,145,0.05,0.03
16,200612,AtRisk,5,5,0.05,0.03
18,200612,All,5,5,0,0
19,200612,All,11,27,0,0
21,200612,All,53,80,,0.06
21,200612,AtRisk,,5,,0.06
22,200612,All,35,38,0,0
25,200612,All,20,33,0,0
26,200612,All,13,15,0,0
30,200612,All,19,39,0,0
31,200612,All,34,41,,0.12
31,200612,AtRisk,,5,,0.12
32,200612,All,5,10,1,0.5
32,200612,AtRisk,5,5,1,0.5
33,200612,All,9,16,0,0
34,200612,All,22,56,,0.09
34,200612,AtRisk,,5,,0.09
35,200612,All,218,330,0.02,0.03
35,200612,AtRisk,5,9,0.02,0.03
37,200612,All,6,13,0,0
38,200612,All,5,7,0,0
40,200612,All,5,8,0,0
41,200612,All,27,33,0,0
42,200612,All,20,37,0,0
43,200612,All,109,220,0.05,0.04
43,200612,AtRisk,5,9,0.05,0.04
44,200612,All,17,37,0,0
45,200612,All,12,27,0,0
46,200612,All,5,5,0,0
47,200612,All,5,5,1,1
47,200612,AtRisk,5,5,1,1
48,200612,All,,5,0,0
49,200612,All,7,9,,0.56
49,200612,AtRisk,,5,,0.56
51,200612,All,5,5,0,0
53,200612,All,6,7,0,0
54,200612,All,10,19,0,0
55,200612,All,10,15,,0.33
55,200612,AtRisk,,5,,0.33
56,200612,All,5,5,0,0
57,200612,All,5,8,0,0
58,200612,All,5,5,0,0
60,200612,All,5,5,0,0
61,200612,All,5,6,0,0
62,200612,All,5,5,,1
62,200612,AtRisk,,5,,1
63,200612,All,59,82,0.08,0.06
63,200612,AtRisk,5,5,0.08,0.06
64,200612,All,12,32,0,0
65,200612,All,44,75,0,0
66,200612,All,18,33,0,0
67,200612,All,61,93,0.08,0.05
67,200612,AtRisk,5,5,0.08,0.05
71,200612,All,13,23,,0.22
71,200612,AtRisk,,5,,0.22
72,200612,All,5,5,0,0
73,200612,All,5,5,0,0
74,200612,All,46,63,0,0
75,200612,All,148,222,0.03,0.03
75,200612,AtRisk,5,6,0.03,0.03
76,200612,All,26,36,0.19,0.14
76,200612,AtRisk,5,5,0.19,0.14
77,200612,All,440,715,0.01,0.02
77,200612,AtRisk,5,12,0.01,0.02
78,200612,All,31,45,0,0
79,200612,All,,5,0,0
80,200612,All,5,5,0,0
81,200612,All,5,5,0,0
83,200612,All,33,70,0,0
84,200612,All,5,5,0,0
85,200612,All,9,11,0,0
86,200612,All,205,301,0.02,0.02
86,200612,AtRisk,5,5,0.02,0.02
87,200612,All,43,65,0,0
88,200612,All,131,198,,0.03
88,200612,AtRisk,,5,,0.03
89,200612,All,294,480,0.02,0.01
89,200612,AtRisk,5,5,0.02,0.01
91,200612,All,6,7,0,0
92,200612,All,,5,0,0
93,200612,All,6,14,0,0
94,200612,All,32,62,0,0
95,200612,All,5,5,0,0
97,200612,All,,5,0,0
98,200612,All,14,22,0,0
99,200612,All,106,161,0.05,0.03
99,200612,AtRisk,5,5,0.05,0.03
100,200612,All,9,16,,0.31
100,200612,AtRisk,,5,,0.31
101,200612,All,65,105,0.08,0.06
101,200612,AtRisk,5,6,0.08,0.06
102,200612,All,143,203,0,0
103,200612,All,5,5,0,0
104,200612,All,10,15,0,0
105,200612,All,50,70,,0.07
105,200612,AtRisk,,5,,0.07
106,200612,All,5,9,0,0
107,200612,All,38,67,0.13,0.07
107,200612,AtRisk,5,5,0.13,0.07
109,200612,All,10,22,,0.23
109,200612,AtRisk,,5,,0.23
110,200612,All,6,6,0,0
111,200612,All,10,17,,0.29
111,200612,AtRisk,,5,,0.29
112,200612,All,14,19,0,0
114,200612,All,23,33,0,0
115,200612,All,12,20,,0.25
115,200612,AtRisk,,5,,0.25
116,200612,All,5,6,0,0
117,200612,All,7,14,0,0
118,200612,All,,5,0,0
119,200612,All,5,12,0,0
120,200612,All,5,12,0,0
122,200612,All,9,12,0,0
123,200612,All,81,147,0.09,0.09
123,200612,AtRisk,7,13,0.09,0.09
124,200612,All,28,45,0,0
125,200612,All,34,52,0.15,0.1
125,200612,AtRisk,5,5,0.15,0.1
126,200612,All,28,45,0,0
127,200612,All,,5,0,0
128,200612,All,11,16,0.45,0.31
128,200612,AtRisk,5,5,0.45,0.31
129,200612,All,20,21,0,0
131,200612,All,5,7,0,0
132,200612,All,30,43,0.17,0.12
132,200612,AtRisk,5,5,0.17,0.12
134,200612,All,6,7,0,0
135,200612,All,7,22,0,0
136,200612,All,6,10,0,0
137,200612,All,5,5,0,0
138,200612,All,20,33,0,0
139,200612,All,,5,0,0
140,200612,All,5,5,0,0
141,200612,All,6,9,0,0
142,200612,All,69,84,,0.06
142,200612,AtRisk,,5,,0.06
144,200612,All,38,59,,0.08
144,200612,AtRisk,,5,,0.08
146,200612,All,5,16,0,0
148,200612,All,76,101,0.07,0.05
148,200612,AtRisk,5,5,0.07,0.05
149,200612,All,51,115,0.1,0.04
149,200612,AtRisk,5,5,0.1,0.04
150,200612,All,6,10,,0.5
150,200612,AtRisk,,5,,0.5
151,200612,All,40,47,0.12,0.11
151,200612,AtRisk,5,5,0.12,0.11
152,200612,All,5,17,,0.29
152,200612,AtRisk,,5,,0.29
153,200612,All,5,18,,0.28
153,200612,AtRisk,,5,,0.28
154,200612,All,7,8,0.71,0.62
154,200612,AtRisk,5,5,0.71,0.62
155,200612,All,6,6,0,0
158,200612,All,5,9,0,0
159,200612,All,9,26,,0.19
159,200612,AtRisk,,5,,0.19
161,200612,All,22,24,0,0
163,200612,All,5,5,0,0
164,200612,All,17,34,0,0
166,200612,All,7,12,0,0
168,200612,All,19,25,0,0
169,200612,All,12,15,0,0
172,200612,All,5,5,0,0
173,200612,All,5,5,0,0
174,200612,All,5,7,,0.71
174,200612,AtRisk,,5,,0.71
175,200612,All,5,7,0,0
176,200612,All,78,93,0.06,0.05
176,200612,AtRisk,5,5,0.06,0.05
177,200612,All,31,53,,0.09
177,200612,AtRisk,,5,,0.09
178,200612,All,5,7,0,0
180,200612,All,28,45,,0.11
180,200612,AtRisk,,5,,0.11
181,200612,All,8,13,0.62,0.38
181,200612,AtRisk,5,5,0.62,0.38
183,200612,All,7,13,0.71,0.38
183,200612,AtRisk,5,5,0.71,0.38
186,200612,All,11,11,0,0
187,200612,All,5,11,0,0
188,200612,All,27,47,0.19,0.11
188,200612,AtRisk,5,5,0.19,0.11
189,200612,All,76,102,0,0
190,200612,All,36,59,0.14,0.08
190,200612,AtRisk,5,5,0.14,0.08
191,200612,All,212,474,0.02,0.03
191,200612,AtRisk,5,13,0.02,0.03
193,200612,All,5,7,,0.71
193,200612,AtRisk,,5,,0.71
194,200612,All,7,15,,0.33
194,200612,AtRisk,,5,,0.33
195,200612,All,10,10,0,0
196,200612,All,5,6,0,0
197,200612,All,16,29,0.31,0.17
197,200612,AtRisk,5,5,0.31,0.17
198,200612,All,12,30,,0.17
198,200612,AtRisk,,5,,0.17
200,200612,All,21,44,0,0
201,200612,All,10,20,0,0
202,200612,All,22,38,,0.13
202,200612,AtRisk,,5,,0.13
203,200612,All,176,211,0,0
204,200612,All,127,292,0.04,0.04
204,200612,AtRisk,5,11,0.04,0.04
205,200612,All,10,20,0,0
206,200612,All,11,19,,0.26
206,200612,AtRisk,,5,,0.26
207,200612,All,5,5,0,0
208,200612,All,6,7,0,0
215,200612,All,5,6,0,0
216,200612,All,465,618,0.01,0.01
216,200612,AtRisk,5,8,0.01,0.01
217,200612,All,5,10,,0.5
217,200612,AtRisk,,5,,0.5
218,200612,All,146,312,0.03,0.04
218,200612,AtRisk,5,12,0.03,0.04
219,200612,All,5,5,0,0
220,200612,All,6,6,0,0
221,200612,All,8,11,0,0
223,200612,All,5,5,0,0
224,200612,All,5,5,1,1
224,200612,AtRisk,5,5,1,1
228,200612,All,19,21,0,0
229,200612,All,10,14,0,0
230,200612,All,72,102,0,0
231,200612,All,16,40,,0.12
231,200612,AtRisk,,5,,0.12
232,200612,All,22,33,0,0
233,200612,All,5,5,0,0
234,200612,All,161,234,0.03,0.02
234,200612,AtRisk,5,5,0.03,0.02
235,200612,All,5,5,0,0
236,200612,All,51,63,,0.08
236,200612,AtRisk,,5,,0.08
240,200612,All,,5,0,0
241,200612,All,5,5,0,0
242,200612,All,34,53,,0.09
242,200612,AtRisk,,5,,0.09
243,200612,All,31,49,0.16,0.1
243,200612,AtRisk,5,5,0.16,0.1
244,200612,All,10,19,0,0
245,200612,All,36,38,0.14,0.13
245,200612,AtRisk,5,5,0.14,0.13
246,200612,All,83,112,0.06,0.04
246,200612,AtRisk,5,5,0.06,0.04
247,200612,All,5,5,0,0
248,200612,All,5,6,0,0
249,200612,All,10,11,0,0
250,200612,All,6,7,0,0
254,200612,All,,5,,1
254,200612,AtRisk,,5,,1
255,200612,All,39,64,0.13,0.08
255,200612,AtRisk,5,5,0.13,0.08
256,200612,All,30,56,,0.09
256,200612,AtRisk,,5,,0.09
257,200612,All,134,192,0.04,0.04
257,200612,AtRisk,5,7,0.04,0.04
258,200612,All,34,51,,0.1
258,200612,AtRisk,,5,,0.1
259,200612,All,5,5,0,0
260,200612,All,81,136,0.06,0.04
260,200612,AtRisk,5,5,0.06,0.04
261,200612,All,36,41,0,0
262,200612,All,17,17,0,0
263,200612,All,9,15,0,0
266,200612,All,5,5,0,0
267,200612,All,5,5,0,0
268,200612,All,65,116,0,0
269,200612,All,63,92,0,0
270,200612,All,89,106,0.06,0.05
270,200612,AtRisk,5,5,0.06,0.05
271,200612,All,48,72,0,0
272,200612,All,48,64,,0.08
272,200612,AtRisk,,5,,0.08
273,200612,All,5,5,0,0
274,200612,All,5,5,0,0
275,200612,All,5,5,0,0
279,200612,All,,5,0,0
280,200612,All,5,5,0,0
281,200612,All,468,802,0.01,0.02
281,200612,AtRisk,5,15,0.01,0.02
282,200612,All,129,184,0.04,0.03
282,200612,AtRisk,5,5,0.04,0.03
283,200612,All,91,125,0.05,0.04
283,200612,AtRisk,5,5,0.05,0.04
284,200612,All,18,25,0.28,0.2
284,200612,AtRisk,5,5,0.28,0.2
285,200612,All,34,51,0,0
286,200612,All,5,5,0,0
287,200612,All,,5,0,0
289,200612,All,,5,0,0
291,200612,All,7,12,0,0
292,200612,All,306,470,0.02,0.02
292,200612,AtRisk,5,9,0.02,0.02
293,200612,All,93,166,,0.03
293,200612,AtRisk,,5,,0.03
294,200612,All,204,254,0.02,0.03
294,200612,AtRisk,5,7,0.02,0.03
295,200612,All,101,144,0.05,0.06
295,200612,AtRisk,5,8,0.05,0.06
296,200612,All,10,14,,0.36
296,200612,AtRisk,,5,,0.36
299,200612,All,5,11,0,0
303,200612,All,24,36,0,0
304,200612,All,17,32,,0.16
304,200612,AtRisk,,5,,0.16
305,200612,All,578,928,0.01,0.02
305,200612,AtRisk,6,21,0.01,0.02
306,200612,All,218,371,,0.02
306,200612,AtRisk,,9,,0.02
307,200612,All,114,156,0.04,0.04
307,200612,AtRisk,5,6,0.04,0.04
308,200612,All,11,16,0,0
309,200612,All,6,8,0,0
313,200612,All,,5,0,0
314,200612,All,5,18,,0.28
314,200612,AtRisk,,5,,0.28
316,200612,All,83,186,0.06,0.03
316,200612,AtRisk,5,6,0.06,0.03
317,200612,All,127,212,0.04,0.02
317,200612,AtRisk,5,5,0.04,0.02
318,200612,All,332,622,0.02,0.02
318,200612,AtRisk,6,12,0.02,0.02
319,200612,All,104,213,,0.02
319,200612,AtRisk,,5,,0.02
320,200612,All,59,72,0.08,0.07
320,200612,AtRisk,5,5,0.08,0.07
321,200612,All,5,20,0,0
322,200612,All,6,12,0,0
325,200612,All,,5,0,0
328,200612,All,42,75,0,0
329,200612,All,521,786,0.01,0.02
329,200612,AtRisk,6,18,0.01,0.02
330,200612,All,330,665,0.02,0.02
330,200612,AtRisk,5,11,0.02,0.02
331,200612,All,39,68,0.13,0.07
331,200612,AtRisk,5,5,0.13,0.07
332,200612,All,5,6,0,0
333,200612,All,5,5,0,0
334,200612,All,6,9,0,0
338,200612,All,137,238,,0.02
338,200612,AtRisk,,5,,0.02
339,200612,All,711,1115,0.01,0.02
339,200612,AtRisk,10,25,0.01,0.02
340,200612,All,152,265,0.03,0.02
340,200612,AtRisk,5,5,0.03,0.02
341,200612,All,22,35,0,0
342,200612,All,5,5,0,0
343,200612,All,,5,0,0
346,200612,All,163,265,0.03,0.02
346,200612,AtRisk,5,6,0.03,0.02
347,200612,All,555,963,0.01,0.01
347,200612,AtRisk,5,11,0.01,0.01
348,200612,All,72,99,,0.05
348,200612,AtRisk,,5,,0.05
349,200612,All,5,5,0,0
351,200612,All,5,10,0,0
353,200612,All,501,879,0.01,0.01
353,200612,AtRisk,7,13,0.01,0.01
354,200612,All,142,226,,0.02
354,200612,AtRisk,,5,,0.02
355,200612,All,45,55,0,0
356,200612,All,,5,0,0
359,200612,All,313,528,0.04,0.04
359,200612,AtRisk,12,19,0.04,0.04
360,200612,All,24,52,,0.1
360,200612,AtRisk,,5,,0.1
365,200612,All,27,50,0,0
366,200612,All,32,50,,0.1
366,200612,AtRisk,,5,,0.1
367,200612,All,5,7,0,0
370,200612,All,19,39,,0.13
370,200612,AtRisk,,5,,0.13
371,200612,All,66,108,0,0
372,200612,All,22,32,0,0
373,200612,All,5,5,0,0
375,200612,All,14,24,,0.21
375,200612,AtRisk,,5,,0.21
376,200612,All,199,292,0.03,0.02
376,200612,AtRisk,5,5,0.03,0.02
384,200612,All,9,30,0.56,0.17
384,200612,AtRisk,5,5,0.56,0.17
385,200612,All,5,6,0,0
386,200612,All,,5,,1
386,200612,AtRisk,,5,,1
388,200612,All,47,77,0,0
399,200612,All,,5,0,0
405,200612,All,5,5,0,0
420,200612,All,5,5,0,0
421,200612,All,27,28,0,0
424,200612,All,5,8,0,0
429,200612,All,5,6,0,0
430,200612,All,31,42,0.16,0.12
430,200612,AtRisk,5,5,0.16,0.12
431,200612,All,5,5,0,0
435,200612,All,16,26,0,0
440,200612,All,5,5,0,0
442,200612,All,5,10,,0.5
442,200612,AtRisk,,5,,0.5
452,200612,All,6,10,0.83,0.5
452,200612,AtRisk,5,5,0.83,0.5
454,200612,All,5,5,0,0
455,200612,All,5,5,0,0
457,200612,All,5,5,0,0
467,200612,All,80,111,0.06,0.05
467,200612,AtRisk,5,5,0.06,0.05
470,200612,All,34,35,0,0
471,200612,All,,5,0,0
480,200612,All,71,100,,0.05
480,200612,AtRisk,,5,,0.05
482,200612,All,5,5,0,0
484,200612,All,5,7,0,0
486,200612,All,22,29,0,0
489,200612,All,9,20,0,0
497,200612,All,,5,0,0
499,200612,All,7,7,0,0
508,200612,All,34,73,,0.07
508,200612,AtRisk,,5,,0.07
521,200612,All,,5,0,0
537,200612,All,5,5,0,0
541,200612,All,5,5,0,0
543,200612,All,,5,0,0
544,200612,All,5,5,0,0
546,200612,All,6,8,0,0
548,200612,All,,5,0,0
549,200612,All,5,5,0,0
551,200612,All,5,5,0,0
554,200612,All,71,91,0.07,0.05
554,200612,AtRisk,5,5,0.07,0.05
558,200612,All,,5,0,0
2,200613,All,,5,0,0
9,200613,All,70,140,0.07,0.06
9,200613,AtRisk,5,8,0.07,0.06
11,200613,All,53,86,0.09,0.06
11,200613,AtRisk,5,5,0.09,0.06
15,200613,All,5,5,0,0
16,200613,All,101,153,0.05,0.03
16,200613,AtRisk,5,5,0.05,0.03
18,200613,All,5,5,0,0
19,200613,All,12,29,0,0
21,200613,All,62,93,0.08,0.06
21,200613,AtRisk,5,6,0.08,0.06
22,200613,All,35,39,0,0
25,200613,All,19,37,0,0
26,200613,All,17,19,0,0
30,200613,All,21,42,0,0
31,200613,All,33,42,,0.12
31,200613,AtRisk,,5,,0.12
32,200613,All,5,11,1,0.45
32,200613,AtRisk,5,5,1,0.45
33,200613,All,9,16,0,0
34,200613,All,23,59,,0.08
34,200613,AtRisk,,5,,0.08
35,200613,All,223,357,0.02,0.03
35,200613,AtRisk,5,9,0.02,0.03
37,200613,All,6,13,0,0
38,200613,All,5,7,0,0
40,200613,All,5,8,0,0
41,200613,All,27,35,0,0
42,200613,All,20,40,0,0
43,200613,All,111,225,0.05,0.04
43,200613,AtRisk,5,9,0.05,0.04
44,200613,All,18,38,0,0
45,200613,All,13,30,0,0
46,200613,All,5,5,0,0
47,200613,All,5,5,1,1
47,200613,AtRisk,5,5,1,1
48,200613,All,,5,0,0
49,200613,All,7,9,,0.56
49,200613,AtRisk,,5,,0.56
51,200613,All,5,5,0,0
53,200613,All,6,8,0,0
54,200613,All,10,19,0,0
55,200613,All,10,15,,0.33
55,200613,AtRisk,,5,,0.33
56,200613,All,5,6,0,0
57,200613,All,5,8,0,0
58,200613,All,5,5,0,0
60,200613,All,5,5,0,0
61,200613,All,5,6,0,0
62,200613,All,5,5,,1
62,200613,AtRisk,,5,,1
63,200613,All,57,84,0.09,0.06
63,200613,AtRisk,5,5,0.09,0.06
64,200613,All,12,32,0,0
65,200613,All,47,78,0,0
66,200613,All,19,35,0,0
67,200613,All,61,95,,0.05
67,200613,AtRisk,,5,,0.05
71,200613,All,14,24,,0.21
71,200613,AtRisk,,5,,0.21
72,200613,All,5,5,0,0
73,200613,All,5,5,0,0
74,200613,All,46,64,0,0
75,200613,All,148,224,0.03,0.03
75,200613,AtRisk,5,6,0.03,0.03
76,200613,All,33,43,0.15,0.12
76,200613,AtRisk,5,5,0.15,0.12
77,200613,All,463,749,0.01,0.02
77,200613,AtRisk,5,12,0.01,0.02
78,200613,All,34,48,0,0
79,200613,All,,5,0,0
80,200613,All,5,5,0,0
81,200613,All,5,5,0,0
83,200613,All,33,72,0,0
84,200613,All,5,5,0,0
85,200613,All,9,11,0,0
86,200613,All,209,308,0.02,0.02
86,200613,AtRisk,5,5,0.02,0.02
87,200613,All,46,69,0,0
88,200613,All,132,200,,0.03
88,200613,AtRisk,,5,,0.03
89,200613,All,312,501,0.02,0.01
89,200613,AtRisk,5,5,0.02,0.01
91,200613,All,6,7,0,0
92,200613,All,,5,0,0
93,200613,All,6,14,0,0
94,200613,All,33,67,0,0
95,200613,All,5,5,0,0
97,200613,All,,5,0,0
98,200613,All,14,22,0,0
99,200613,All,112,167,0.04,0.03
99,200613,AtRisk,5,5,0.04,0.03
100,200613,All,10,17,,0.29
100,200613,AtRisk,,5,,0.29
101,200613,All,65,107,0.08,0.06
101,200613,AtRisk,5,6,0.08,0.06
102,200613,All,142,204,0,0
103,200613,All,5,5,0,0
104,200613,All,10,15,0,0
105,200613,All,51,71,,0.07
105,200613,AtRisk,,5,,0.07
106,200613,All,5,9,0,0
107,200613,All,37,69,0.14,0.07
107,200613,AtRisk,5,5,0.14,0.07
109,200613,All,10,22,,0.23
109,200613,AtRisk,,5,,0.23
110,200613,All,6,6,0,0
111,200613,All,10,17,,0.29
111,200613,AtRisk,,5,,0.29
112,200613,All,16,21,0,0
114,200613,All,23,33,0,0
115,200613,All,12,20,,0.25
115,200613,AtRisk,,5,,0.25
116,200613,All,5,6,0,0
117,200613,All,8,15,0,0
118,200613,All,,5,0,0
119,200613,All,5,12,0,0
120,200613,All,5,12,0,0
122,200613,All,10,13,0,0
123,200613,All,83,150,0.08,0.09
123,200613,AtRisk,7,13,0.08,0.09
124,200613,All,28,45,0,0
125,200613,All,34,52,0.15,0.1
125,200613,AtRisk,5,5,0.15,0.1
126,200613,All,28,45,0,0
127,200613,All,,5,0,0
128,200613,All,11,16,0.45,0.31
128,200613,AtRisk,5,5,0.45,0.31
129,200613,All,22,23,0,0
131,200613,All,5,7,0,0
132,200613,All,30,47,0.17,0.11
132,200613,AtRisk,5,5,0.17,0.11
134,200613,All,6,7,0,0
135,200613,All,7,22,0,0
136,200613,All,6,10,0,0
137,200613,All,5,5,0,0
138,200613,All,21,34,0,0
139,200613,All,,5,0,0
140,200613,All,5,5,0,0
141,200613,All,6,9,0,0
142,200613,All,70,85,,0.06
142,200613,AtRisk,,5,,0.06
144,200613,All,41,62,,0.08
144,200613,AtRisk,,5,,0.08
146,200613,All,5,16,0,0
148,200613,All,76,101,0.07,0.05
148,200613,AtRisk,5,5,0.07,0.05
149,200613,All,48,116,0.1,0.04
149,200613,AtRisk,5,5,0.1,0.04
150,200613,All,6,10,,0.5
150,200613,AtRisk,,5,,0.5
151,200613,All,54,62,0.13,0.13
151,200613,AtRisk,7,8,0.13,0.13
152,200613,All,5,17,,0.29
152,200613,AtRisk,,5,,0.29
153,200613,All,5,18,,0.28
153,200613,AtRisk,,5,,0.28
154,200613,All,7,8,0.71,0.62
154,200613,AtRisk,5,5,0.71,0.62
155,200613,All,7,7,0,0
158,200613,All,5,10,0,0
159,200613,All,9,26,,0.19
159,200613,AtRisk,,5,,0.19
161,200613,All,22,24,0,0
163,200613,All,5,5,0,0
164,200613,All,16,34,0,0
166,200613,All,7,12,0,0
168,200613,All,20,26,0,0
169,200613,All,13,16,0,0
172,200613,All,5,5,0,0
173,200613,All,5,5,0,0
174,200613,All,5,8,,0.62
174,200613,AtRisk,,5,,0.62
175,200613,All,5,7,0,0
176,200613,All,80,98,0.06,0.05
176,200613,AtRisk,5,5,0.06,0.05
177,200613,All,33,56,,0.09
177,200613,AtRisk,,5,,0.09
178,200613,All,5,7,0,0
180,200613,All,28,46,,0.11
180,200613,AtRisk,,5,,0.11
181,200613,All,7,13,,0.38
181,200613,AtRisk,,5,,0.38
183,200613,All,8,14,0.62,0.36
183,200613,AtRisk,5,5,0.62,0.36
186,200613,All,13,13,0,0
187,200613,All,5,11,0,0
188,200613,All,27,47,0.19,0.11
188,200613,AtRisk,5,5,0.19,0.11
189,200613,All,77,108,0,0
190,200613,All,37,60,0.14,0.08
190,200613,AtRisk,5,5,0.14,0.08
191,200613,All,211,486,0.02,0.03
191,200613,AtRisk,5,13,0.02,0.03
193,200613,All,5,7,,0.71
193,200613,AtRisk,,5,,0.71
194,200613,All,7,15,,0.33
194,200613,AtRisk,,5,,0.33
195,200613,All,11,11,0,0
196,200613,All,5,6,0,0
197,200613,All,15,29,,0.17
197,200613,AtRisk,,5,,0.17
198,200613,All,12,31,,0.16
198,200613,AtRisk,,5,,0.16
200,200613,All,21,46,0,0
201,200613,All,10,20,0,0
202,200613,All,26,42,,0.12
202,200613,AtRisk,,5,,0.12
203,200613,All,180,227,0,0
204,200613,All,129,298,0.04,0.04
204,200613,AtRisk,5,11,0.04,0.04
205,200613,All,10,20,0,0
206,200613,All,11,19,,0.26
206,200613,AtRisk,,5,,0.26
207,200613,All,5,5,0,0
208,200613,All,6,7,0,0
215,200613,All,5,7,0,0
216,200613,All,459,639,0.01,0.01
216,200613,AtRisk,5,8,0.01,0.01
217,200613,All,5,10,,0.5
217,200613,AtRisk,,5,,0.5
218,200613,All,154,330,,0.04
218,200613,AtRisk,,12,,0.04
219,200613,All,5,5,0,0
220,200613,All,7,7,0,0
221,200613,All,8,11,0,0
223,200613,All,5,5,0,0
224,200613,All,5,5,1,1
224,200613,AtRisk,5,5,1,1
228,200613,All,18,21,0,0
229,200613,All,11,15,0,0
230,200613,All,73,106,0,0
231,200613,All,18,42,,0.12
231,200613,AtRisk,,5,,0.12
232,200613,All,25,36,0,0
233,200613,All,5,5,0,0
234,200613,All,169,242,0.03,0.02
234,200613,AtRisk,5,5,0.03,0.02
235,200613,All,5,5,0,0
236,200613,All,59,71,,0.07
236,200613,AtRisk,,5,,0.07
240,200613,All,,5,0,0
241,200613,All,5,5,0,0
242,200613,All,33,54,,0.09
242,200613,AtRisk,,5,,0.09
243,200613,All,30,52,,0.1
243,200613,AtRisk,,5,,0.1
244,200613,All,12,21,0,0
245,200613,All,37,41,0.14,0.12
245,200613,AtRisk,5,5,0.14,0.12
246,200613,All,82,112,0.06,0.04
246,200613,AtRisk,5,5,0.06,0.04
247,200613,All,5,5,0,0
248,200613,All,5,6,0,0
249,200613,All,10,11,0,0
250,200613,All,6,7,0,0
254,200613,All,,5,,1
254,200613,AtRisk,,5,,1
255,200613,All,41,66,0.12,0.08
255,200613,AtRisk,5,5,0.12,0.08
256,200613,All,29,56,,0.09
256,200613,AtRisk,,5,,0.09
257,200613,All,139,197,0.04,0.04
257,200613,AtRisk,5,7,0.04,0.04
258,200613,All,38,56,,0.09
258,200613,AtRisk,,5,,0.09
259,200613,All,5,5,0,0
260,200613,All,85,140,0.06,0.04
260,200613,AtRisk,5,5,0.06,0.04
261,200613,All,35,41,0,0
262,200613,All,18,18,0,0
263,200613,All,9,16,0,0
266,200613,All,5,5,0,0
267,200613,All,5,5,0,0
268,200613,All,65,116,0,0
269,200613,All,66,96,0,0
270,200613,All,92,111,0.05,0.05
270,200613,AtRisk,5,5,0.05,0.05
271,200613,All,49,73,0.1,0.07
271,200613,AtRisk,5,5,0.1,0.07
272,200613,All,49,67,0.1,0.07
272,200613,AtRisk,5,5,0.1,0.07
273,200613,All,5,5,0,0
274,200613,All,5,5,0,0
275,200613,All,5,5,0,0
279,200613,All,,5,0,0
280,200613,All,5,5,0,0
281,200613,All,471,820,0.01,0.02
281,200613,AtRisk,5,15,0.01,0.02
282,200613,All,128,184,0.04,0.03
282,200613,AtRisk,5,5,0.04,0.03
283,200613,All,97,133,0.05,0.04
283,200613,AtRisk,5,5,0.05,0.04
284,200613,All,20,27,0.25,0.19
284,200613,AtRisk,5,5,0.25,0.19
285,200613,All,34,51,0,0
286,200613,All,5,5,0,0
287,200613,All,,5,0,0
289,200613,All,,5,0,0
291,200613,All,7,12,0,0
292,200613,All,324,488,0.02,0.02
292,200613,AtRisk,5,9,0.02,0.02
293,200613,All,95,169,,0.03
293,200613,AtRisk,,5,,0.03
294,200613,All,229,280,0.02,0.03
294,200613,AtRisk,5,7,0.02,0.03
295,200613,All,108,152,0.05,0.05
295,200613,AtRisk,5,8,0.05,0.05
296,200613,All,10,14,,0.36
296,200613,AtRisk,,5,,0.36
299,200613,All,5,11,0,0
303,200613,All,24,36,0,0
304,200613,All,17,32,,0.16
304,200613,AtRisk,,5,,0.16
305,200613,All,583,951,0.01,0.02
305,200613,AtRisk,6,22,0.01,0.02
306,200613,All,224,378,,0.02
306,200613,AtRisk,,9,,0.02
307,200613,All,124,167,0.04,0.04
307,200613,AtRisk,5,6,0.04,0.04
308,200613,All,11,16,0,0
309,200613,All,6,9,0,0
313,200613,All,,5,0,0
314,200613,All,5,18,,0.28
